season,playerId,player,position,team,conference,category,statType,stat
2024,5121169,Darian Mensah,QB,Tulane,American Athletic,passing,INT,6
2024,5121169,Darian Mensah,QB,Tulane,American Athletic,passing,PCT,0.659
2024,5121169,Darian Mensah,QB,Tulane,American Athletic,passing,TD,22
2024,5121169,Darian Mensah,QB,Tulane,American Athletic,passing,YDS,2723
2024,5121169,Darian Mensah,QB,Tulane,American Athletic,passing,YPA,9.5
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,ATT,188
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,COMPLETIONS,102
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,INT,10
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,PCT,0.543
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,TD,9
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,YDS,1294
2024,5122054,Aidan Armenta,QB,UL Monroe,Sun Belt,passing,YPA,6.9
2024,5123665,Trey Owens,QB,Texas,SEC,passing,ATT,4
2024,5123665,Trey Owens,QB,Texas,SEC,passing,COMPLETIONS,2
2024,5123665,Trey Owens,QB,Texas,SEC,passing,INT,0
2024,5123665,Trey Owens,QB,Texas,SEC,passing,PCT,0.500
2024,5123665,Trey Owens,QB,Texas,SEC,passing,TD,0
2024,5123665,Trey Owens,QB,Texas,SEC,passing,YDS,19
2024,5123665,Trey Owens,QB,Texas,SEC,passing,YPA,4.8
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,ATT,1
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,COMPLETIONS,1
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,INT,0
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,PCT,1.000
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,TD,0
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,YDS,9
2024,5125301,Carson Cruver,QB,Florida Atlantic,American Athletic,passing,YPA,9.0
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,ATT,222
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,COMPLETIONS,133
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,INT,5
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,PCT,0.599
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,TD,11
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,YDS,1623
2024,5125715,Colton Joseph,QB,Old Dominion,Sun Belt,passing,YPA,7.3
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,ATT,1
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,COMPLETIONS,1
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,INT,0
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,PCT,1.000
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,TD,0
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,YDS,42
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,Mountain West,passing,YPA,42.0
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,ATT,8
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,COMPLETIONS,4
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,INT,0
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,PCT,0.500
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,TD,2
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,YDS,46
2024,5126465,Tim Carpenter,QB,Tulsa,American Athletic,passing,YPA,5.8
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,ATT,57
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,COMPLETIONS,35
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,INT,2
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,PCT,0.614
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,TD,2
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,YDS,471
2024,5126468,Will Hammond,QB,Texas Tech,Big 12,passing,YPA,8.3
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,ATT,330
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,COMPLETIONS,209
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,INT,6
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,PCT,0.633
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,TD,12
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,YDS,2181
2024,5126474,Danny O'Neil,QB,San Diego State,Mountain West,passing,YPA,6.6
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,ATT,3
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,COMPLETIONS,3
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,INT,0
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,PCT,1.000
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,TD,0
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,YDS,20
2024,5127900,Shay Smith,QB,UTEP,Conference USA,passing,YPA,6.7
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,ATT,74
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,COMPLETIONS,38
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,INT,2
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,PCT,0.514
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,TD,1
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,YDS,565
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,passing,YPA,7.6
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,ATT,200
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,COMPLETIONS,100
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,INT,6
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,PCT,0.500
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,TD,10
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,YDS,1802
2024,5138131,Deshawn Purdie,QB,Charlotte,American Athletic,passing,YPA,9.0
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,ATT,10
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,COMPLETIONS,5
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,INT,1
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,PCT,0.500
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,TD,0
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,YDS,49
2024,5140620,Connor Moberly,QB,Iowa State,Big 12,passing,YPA,4.9
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,ATT,53
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,COMPLETIONS,26
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,INT,4
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,PCT,0.491
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,TD,2
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,YDS,338
2024,5141378,Cutter Boley,QB,Kentucky,SEC,passing,YPA,6.4
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,ATT,16
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,COMPLETIONS,9
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,INT,1
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,PCT,0.563
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,TD,1
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,YDS,64
2024,5141395,EJ Colson,QB,UCF,Big 12,passing,YPA,4.0
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,ATT,32
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,COMPLETIONS,19
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,INT,0
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,PCT,0.594
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,TD,2
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,YDS,282
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,passing,YPA,8.8
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,ATT,2
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,COMPLETIONS,2
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,INT,0
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,PCT,1.000
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,TD,2
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,YDS,21
2024,5143191,Micah Ford,RB,Stanford,ACC,passing,YPA,10.5
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,ATT,2
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,COMPLETIONS,1
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,INT,1
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,PCT,0.500
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,TD,0
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,YDS,9
2024,5144078,Ethan Grunkemeyer,QB,Penn State,Big Ten,passing,YPA,4.5
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,ATT,12
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,COMPLETIONS,9
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,INT,1
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,PCT,0.750
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,TD,0
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,YDS,86
2024,5144313,Michael Merdinger,QB,North Carolina,ACC,passing,YPA,7.2
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,ATT,5
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,COMPLETIONS,4
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,INT,0
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,PCT,0.800
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,TD,1
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,YDS,50
2024,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,YPA,10.0
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,ATT,6
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,COMPLETIONS,5
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,INT,0
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,PCT,0.833
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,TD,1
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,YDS,51
2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,YPA,8.5
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,ATT,2
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,COMPLETIONS,1
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,INT,0
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,PCT,0.500
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,TD,0
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,YDS,19
2024,5145459,Nate Bennett,QB,Baylor,Big 12,passing,YPA,9.5
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,ATT,73
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,COMPLETIONS,40
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,INT,0
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,PCT,0.548
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,TD,5
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,YDS,480
2024,5146355,AJ Hairston,QB,Massachusetts,FBS Independents,passing,YPA,6.6
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,ATT,30
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,COMPLETIONS,13
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,INT,2
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,PCT,0.433
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,TD,0
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,YDS,126
2024,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,YPA,4.2
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,ATT,1
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,COMPLETIONS,0
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,INT,1
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,PCT,0.000
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,TD,0
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,YDS,0
2024,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,YPA,0.0
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,ATT,1
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,COMPLETIONS,1
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,INT,0
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,PCT,1.000
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,TD,0
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,YDS,8
2024,5146753,Shamar Rigby,WR,Purdue,Big Ten,passing,YPA,8.0
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,ATT,2
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,COMPLETIONS,1
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,INT,1
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,PCT,0.500
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,TD,0
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,YDS,9
2024,5146903,Brayden Roggow,QB,Akron,Mid-American,passing,YPA,4.5
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,ATT,2
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,COMPLETIONS,2
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,INT,0
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,PCT,1.000
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,TD,0
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,YDS,47
2024,5147726,Kanyon Floyd,P,Arizona State,Big 12,passing,YPA,23.5
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,ATT,1
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,COMPLETIONS,1
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,INT,0
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,PCT,1.000
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,TD,0
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,YDS,31
2024,5148787,Wyatt Young,WR,North Texas,American Athletic,passing,YPA,31.0
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,ATT,15
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,COMPLETIONS,8
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,INT,0
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,PCT,0.533
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,TD,1
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,YDS,118
2024,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,YPA,7.9
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,ATT,76
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,COMPLETIONS,41
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,INT,4
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,PCT,0.539
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,TD,2
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,YDS,439
2024,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,YPA,5.8
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,ATT,1
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,COMPLETIONS,1
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,INT,0
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,PCT,1.000
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,TD,0
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,YDS,0
2024,5150302,James Wagenseller,P,Army,American Athletic,passing,YPA,0.0
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,ATT,72
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,COMPLETIONS,39
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,INT,3
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,PCT,0.542
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,TD,0
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,YDS,440
2024,5150426,Deljay Bailey,QB,Grambling,SWAC,passing,YPA,6.1
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,ATT,367
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,COMPLETIONS,211
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,INT,12
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,PCT,0.575
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,TD,19
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,YDS,2896
2024,5150611,Jake Retzlaff,QB,BYU,Big 12,passing,YPA,7.9
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,ATT,13
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,COMPLETIONS,10
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,INT,0
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,PCT,0.769
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,TD,1
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,YDS,112
2024,5150645,Ui Ale,QB,Houston,Big 12,passing,YPA,8.6
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,ATT,2
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,COMPLETIONS,1
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,INT,0
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,PCT,0.500
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,TD,0
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,YDS,10
2024,5150663,Champ Long,QB,Maryland,Big Ten,passing,YPA,5.0
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,ATT,1
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,COMPLETIONS,0
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,INT,1
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,PCT,0.000
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,TD,0
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,YDS,0
2024,5150707,Ryan Millmore,P,Western Michigan,Mid-American,passing,YPA,0.0
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,ATT,34
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,COMPLETIONS,18
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,INT,3
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,PCT,0.529
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,TD,1
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,YDS,314
2024,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,YPA,9.2
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,ATT,6
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,COMPLETIONS,5
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,INT,0
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,PCT,0.833
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,TD,1
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,YDS,51
2024,5151060,Cole Ballard,QB,Kansas,Big 12,passing,YPA,8.5
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,ATT,12
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,COMPLETIONS,5
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,INT,1
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,PCT,0.417
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,TD,1
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,YDS,32
2024,5151218,Lucian Anderson III,QB,Bowling Green,Mid-American,passing,YPA,2.7
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,ATT,103
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,COMPLETIONS,60
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,INT,5
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,PCT,0.583
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,TD,1
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,YDS,541
2024,5151231,Forrest Brock,QB,Temple,American Athletic,passing,YPA,5.3
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,ATT,35
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,COMPLETIONS,20
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,INT,0
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,PCT,0.571
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,TD,3
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,YDS,220
2024,5151365,Richie Watts,LB,Cal Poly,Big Sky,passing,YPA,6.3
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,ATT,11
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,COMPLETIONS,4
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,INT,1
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,PCT,0.364
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,TD,0
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,YDS,41
2024,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,YPA,3.7
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,ATT,111
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,COMPLETIONS,65
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,INT,2
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,PCT,0.586
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,TD,2
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,YDS,593
2024,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,YPA,5.3
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,ATT,253
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,COMPLETIONS,149
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,INT,6
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,PCT,0.589
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,TD,9
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,YDS,1585
2024,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,YPA,6.3
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,ATT,79
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,COMPLETIONS,29
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,INT,5
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,PCT,0.367
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,TD,1
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,YDS,415
2024,5151904,John Busha,QB,Air Force,Mountain West,passing,YPA,5.3
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,ATT,390
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,COMPLETIONS,218
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,INT,14
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,PCT,0.559
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,TD,23
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,YDS,3002
2024,5151948,Joey Aguilar,QB,App State,Sun Belt,passing,YPA,7.7
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,ATT,52
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,COMPLETIONS,30
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,INT,2
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,PCT,0.577
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,TD,2
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,YDS,341
2024,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,YPA,6.6
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,ATT,1
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,COMPLETIONS,0
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,INT,0
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,PCT,0.000
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,TD,0
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,YDS,0
2024,5152103,Brooks Wheatley,WR,Cal Poly,Big Sky,passing,YPA,0.0
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,ATT,9
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,COMPLETIONS,7
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,INT,0
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,PCT,0.778
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,TD,2
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,YDS,88
2024,5152117,Michael Wortham,WR,Eastern Washington,Big Sky,passing,YPA,9.8
2024,5152118,Jared Taylor,QB,Eastern Washington,Big Sky,passing,ATT,52
