team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses
University of Mount Union,2023,7,2,2,0,1.0,109.0,7.0,102.0,54.5,3.5,51.0,2,0,0,0
University of Mount Union,2023,9,3,3,0,1.0,185.0,7.0,178.0,61.666666666666664,2.3333333333333335,59.333333333333336,3,0,0,0
University of Mount Union,2023,11,4,4,0,1.0,236.0,21.0,215.0,59.0,5.25,53.75,4,0,0,0
University of Mount Union,2023,12,5,5,0,1.0,277.0,38.0,239.0,55.4,7.6,47.8,5,0,0,0
University of Mount Union,2023,13,6,6,0,1.0,333.0,52.0,281.0,55.5,8.666666666666666,46.833333333333336,6,0,0,0
University of Mount Union,2024,4,1,1,0,1.0,45.0,37.0,8.0,45.0,37.0,8.0,1,0,0,0
University of Mount Union,2024,7,2,2,0,1.0,82.0,68.0,14.0,41.0,34.0,7.0,2,0,0,0
University of Mount Union,2024,8,3,3,0,1.0,160.0,87.0,73.0,53.333333333333336,29.0,24.333333333333332,3,0,0,0
University of Mount Union,2024,11,4,4,0,1.0,212.0,97.0,115.0,53.0,24.25,28.75,4,0,0,0
University of Mount Union,2024,14,5,5,0,1.0,240.0,118.0,122.0,48.0,23.6,24.4,5,0,0,0
University of Rochester (NY),2022,5,1,0,1,0.0,3.0,23.0,-20.0,3.0,23.0,-20.0,0,1,0,0
University of Rochester (NY),2022,7,2,0,2,0.0,6.0,54.0,-48.0,3.0,27.0,-24.0,0,2,0,0
University of Rochester (NY),2022,9,3,1,2,0.3333333333333333,18.0,60.0,-42.0,6.0,20.0,-14.0,1,2,0,0
University of Rochester (NY),2022,10,4,1,3,0.25,49.0,95.0,-46.0,12.25,23.75,-11.5,1,3,0,0
University of Rochester (NY),2023,2,1,0,1,0.0,17.0,20.0,-3.0,17.0,20.0,-3.0,0,1,0,0
University of Rochester (NY),2023,6,2,1,1,0.5,66.0,27.0,39.0,33.0,13.5,19.5,1,1,0,0
University of Rochester (NY),2023,8,3,1,2,0.3333333333333333,83.0,48.0,35.0,27.666666666666668,16.0,11.666666666666666,1,2,0,0
University of Rochester (NY),2023,11,4,1,3,0.25,93.0,72.0,21.0,23.25,18.0,5.25,1,3,0,0
University of Rochester (NY),2024,5,1,1,0,1.0,28.0,6.0,22.0,28.0,6.0,22.0,1,0,0,0
University of Rochester (NY),2024,6,2,2,0,1.0,70.0,27.0,43.0,35.0,13.5,21.5,2,0,0,0
University of Rochester (NY),2024,9,3,3,0,1.0,84.0,34.0,50.0,28.0,11.333333333333334,16.666666666666668,3,0,0,0
University of Rochester (NY),2024,10,4,4,0,1.0,105.0,34.0,71.0,26.25,8.5,17.75,4,0,0,0
Upper Iowa University,2022,4,1,0,1,0.0,21.0,24.0,-3.0,21.0,24.0,-3.0,0,1,0,0
Upper Iowa University,2022,6,2,0,2,0.0,43.0,72.0,-29.0,21.5,36.0,-14.5,0,2,0,0
Upper Iowa University,2022,8,3,0,3,0.0,57.0,103.0,-46.0,19.0,34.333333333333336,-15.333333333333334,0,3,0,0
Upper Iowa University,2022,10,4,1,3,0.25,90.0,123.0,-33.0,22.5,30.75,-8.25,1,3,0,0
Upper Iowa University,2022,11,5,1,4,0.2,97.0,168.0,-71.0,19.4,33.6,-14.2,1,4,0,0
Upper Iowa University,2023,3,1,1,0,1.0,45.0,26.0,19.0,45.0,26.0,19.0,1,0,0,0
Upper Iowa University,2023,4,2,2,0,1.0,83.0,52.0,31.0,41.5,26.0,15.5,2,0,0,0
Upper Iowa University,2023,7,3,2,1,0.6666666666666666,114.0,86.0,28.0,38.0,28.666666666666668,9.333333333333334,2,1,0,0
Upper Iowa University,2023,8,4,2,2,0.5,148.0,127.0,21.0,37.0,31.75,5.25,2,2,0,0
Upper Iowa University,2023,11,5,3,2,0.6,183.0,140.0,43.0,36.6,28.0,8.6,3,2,0,0
Upper Iowa University,2024,6,1,1,0,1.0,33.0,7.0,26.0,33.0,7.0,26.0,1,0,0,0
Upper Iowa University,2024,7,2,1,1,0.5,56.0,33.0,23.0,28.0,16.5,11.5,1,1,0,0
Upper Iowa University,2024,9,3,2,1,0.6666666666666666,94.0,64.0,30.0,31.333333333333332,21.333333333333332,10.0,2,1,0,0
Upper Iowa University,2024,12,4,2,2,0.5,107.0,104.0,3.0,26.75,26.0,0.75,2,2,0,0
Ursinus,2022,3,1,0,1,0.0,29.0,36.0,-7.0,29.0,36.0,-7.0,0,1,0,0
Ursinus,2022,7,2,1,1,0.5,64.0,64.0,0.0,32.0,32.0,0.0,1,1,0,0
Ursinus,2022,8,3,2,1,0.6666666666666666,120.0,81.0,39.0,40.0,27.0,13.0,2,1,0,0
Ursinus,2022,11,4,3,1,0.75,164.0,98.0,66.0,41.0,24.5,16.5,3,1,0,0
Ursinus,2023,2,1,1,0,1.0,38.0,6.0,32.0,38.0,6.0,32.0,1,0,0,0
Ursinus,2023,5,2,2,0,1.0,68.0,20.0,48.0,34.0,10.0,24.0,2,0,0,0
Ursinus,2023,7,3,2,1,0.6666666666666666,88.0,48.0,40.0,29.333333333333332,16.0,13.333333333333334,2,1,0,0
Ursinus,2023,9,4,3,1,0.75,127.0,63.0,64.0,31.75,15.75,16.0,3,1,0,0
Ursinus,2023,11,5,4,1,0.8,176.0,69.0,107.0,35.2,13.8,21.4,4,1,0,0
Ursinus,2024,4,1,1,0,1.0,45.0,14.0,31.0,45.0,14.0,31.0,1,0,0,0
Ursinus,2024,7,2,2,0,1.0,103.0,28.0,75.0,51.5,14.0,37.5,2,0,0,0
Ursinus,2024,9,3,3,0,1.0,126.0,45.0,81.0,42.0,15.0,27.0,3,0,0,0
Ursinus,2024,11,4,3,1,0.75,133.0,61.0,72.0,33.25,15.25,18.0,3,1,0,0
Utah,2022,2,1,0,1,0.0,21.0,35.0,-14.0,21.0,35.0,-14.0,0,1,0,0
Utah,2022,3,2,1,1,0.5,94.0,42.0,52.0,47.0,21.0,26.0,1,1,0,0
Utah,2022,5,3,2,1,0.6666666666666666,129.0,49.0,80.0,43.0,16.333333333333332,26.666666666666668,2,1,0,0
Utah,2022,7,4,3,1,0.75,171.0,65.0,106.0,42.75,16.25,26.5,3,1,0,0
Utah,2022,10,5,4,1,0.8,214.0,107.0,107.0,42.8,21.4,21.4,4,1,0,0
Utah,2022,11,6,5,1,0.8333333333333334,259.0,127.0,132.0,43.166666666666664,21.166666666666668,22.0,5,1,0,0
Utah,2023,3,1,1,0,1.0,24.0,11.0,13.0,24.0,11.0,13.0,1,0,0,0
Utah,2023,4,2,2,0,1.0,55.0,18.0,37.0,27.5,9.0,18.5,2,0,0,0
Utah,2023,7,3,3,0,1.0,69.0,25.0,44.0,23.0,8.333333333333334,14.666666666666666,3,0,0,0
Utah,2023,9,4,4,0,1.0,103.0,39.0,64.0,25.75,9.75,16.0,4,0,0,0
Utah,2023,10,5,4,1,0.8,109.0,74.0,35.0,21.8,14.8,7.0,4,1,0,0
Utah,2023,13,6,5,1,0.8333333333333334,164.0,77.0,87.0,27.333333333333332,12.833333333333334,14.5,5,1,0,0
Utah,2024,2,1,1,0,1.0,49.0,0.0,49.0,49.0,0.0,49.0,1,0,0,0
Utah,2024,5,2,2,0,1.0,72.0,12.0,60.0,36.0,6.0,30.0,2,0,0,0
Utah,2024,8,3,2,1,0.6666666666666666,82.0,35.0,47.0,27.333333333333332,11.666666666666666,15.666666666666666,2,1,0,0
Utah,2024,11,4,2,2,0.5,89.0,48.0,41.0,22.25,12.0,10.25,2,2,0,0
Utah,2024,13,5,2,3,0.4,110.0,70.0,40.0,22.0,14.0,8.0,2,3,0,0
Utah State,2022,2,2,1,1,0.5,41.0,58.0,-17.0,20.5,29.0,-8.5,1,1,0,0
Utah State,2022,4,3,1,2,0.3333333333333333,48.0,93.0,-45.0,16.0,31.0,-15.0,1,2,0,0
Utah State,2022,6,4,1,3,0.25,72.0,127.0,-55.0,18.0,31.75,-13.75,1,3,0,0
Utah State,2022,10,5,2,3,0.4,106.0,154.0,-48.0,21.2,30.8,-9.6,2,3,0,0
Utah State,2022,12,6,3,3,0.5,133.0,164.0,-31.0,22.166666666666668,27.333333333333332,-5.166666666666667,3,3,0,0
Utah State,2023,2,1,0,1,0.0,22.0,45.0,-23.0,22.0,45.0,-23.0,0,1,0,0
Utah State,2023,4,2,1,1,0.5,100.0,73.0,27.0,50.0,36.5,13.5,1,1,0,0
Utah State,2023,6,3,1,2,0.3333333333333333,138.0,118.0,20.0,46.0,39.333333333333336,6.666666666666667,1,2,0,0
Utah State,2023,7,4,2,2,0.5,182.0,142.0,40.0,45.5,35.5,10.0,2,2,0,0
Utah State,2023,11,5,2,3,0.4,214.0,179.0,35.0,42.8,35.8,7.0,2,3,0,0
Utah State,2023,12,6,3,3,0.5,255.0,203.0,52.0,42.5,33.833333333333336,8.666666666666666,3,3,0,0
Utah State,2024,3,1,1,0,1.0,36.0,14.0,22.0,36.0,14.0,22.0,1,0,0,0
Utah State,2024,7,2,1,1,0.5,57.0,52.0,5.0,28.5,26.0,2.5,1,1,0,0
Utah State,2024,8,3,1,2,0.3333333333333333,91.0,102.0,-11.0,30.333333333333332,34.0,-3.6666666666666665,1,2,0,0
Utah State,2024,12,4,1,3,0.25,136.0,152.0,-16.0,34.0,38.0,-4.0,1,3,0,0
Utah State,2024,13,5,2,3,0.4,191.0,162.0,29.0,38.2,32.4,5.8,2,3,0,0
Utah Tech,2022,5,1,1,0,1.0,56.0,10.0,46.0,56.0,10.0,46.0,1,0,0,0
Utah Tech,2022,8,2,1,1,0.5,66.0,36.0,30.0,33.0,18.0,15.0,1,1,0,0
Utah Tech,2022,10,3,1,2,0.3333333333333333,79.0,54.0,25.0,26.333333333333332,18.0,8.333333333333334,1,2,0,0
Utah Tech,2022,11,4,2,2,0.5,127.0,90.0,37.0,31.75,22.5,9.25,2,2,0,0
Utah Tech,2023,6,1,0,1,0.0,13.0,43.0,-30.0,13.0,43.0,-30.0,0,1,0,0
Utah Tech,2023,9,2,1,1,0.5,50.0,74.0,-24.0,25.0,37.0,-12.0,1,1,0,0
Utah Tech,2023,12,3,1,2,0.3333333333333333,80.0,108.0,-28.0,26.666666666666668,36.0,-9.333333333333334,1,2,0,0
Utah Tech,2024,3,1,0,1,0.0,7.0,31.0,-24.0,7.0,31.0,-24.0,0,1,0,0
Utah Tech,2024,5,2,0,2,0.0,24.0,76.0,-52.0,12.0,38.0,-26.0,0,2,0,0
Utah Tech,2024,8,3,0,3,0.0,54.0,131.0,-77.0,18.0,43.666666666666664,-25.666666666666668,0,3,0,0
Utah Tech,2024,10,4,0,4,0.0,61.0,144.0,-83.0,15.25,36.0,-20.75,0,4,0,0
Utah Tech,2024,12,5,1,4,0.2,95.0,165.0,-70.0,19.0,33.0,-14.0,1,4,0,0
Utica,2022,2,1,1,0,1.0,43.0,28.0,15.0,43.0,28.0,15.0,1,0,0,0
Utica,2022,5,2,2,0,1.0,64.0,43.0,21.0,32.0,21.5,10.5,2,0,0,0
Utica,2022,7,3,3,0,1.0,121.0,50.0,71.0,40.333333333333336,16.666666666666668,23.666666666666668,3,0,0,0
Utica,2022,8,4,4,0,1.0,156.0,71.0,85.0,39.0,17.75,21.25,4,0,0,0
Utica,2022,10,5,4,1,0.8,177.0,119.0,58.0,35.4,23.8,11.6,4,1,0,0
Utica,2023,4,1,1,0,1.0,35.0,20.0,15.0,35.0,20.0,15.0,1,0,0,0
Utica,2023,5,2,2,0,1.0,66.0,27.0,39.0,33.0,13.5,19.5,2,0,0,0
Utica,2023,7,3,3,0,1.0,114.0,34.0,80.0,38.0,11.333333333333334,26.666666666666668,3,0,0,0
Utica,2023,11,4,4,0,1.0,138.0,40.0,98.0,34.5,10.0,24.5,4,0,0,0
Utica,2024,4,1,1,0,1.0,41.0,26.0,15.0,41.0,26.0,15.0,1,0,0,0
Utica,2024,7,2,2,0,1.0,83.0,43.0,40.0,41.5,21.5,20.0,2,0,0,0
Utica,2024,9,3,2,1,0.6666666666666666,90.0,88.0,2.0,30.0,29.333333333333332,0.6666666666666666,2,1,0,0
Utica,2024,10,4,2,2,0.5,124.0,126.0,-2.0,31.0,31.5,-0.5,2,2,0,0
VMI,2022,3,1,1,0,1.0,24.0,14.0,10.0,24.0,14.0,10.0,1,0,0,0
VMI,2022,6,2,1,1,0.5,46.0,42.0,4.0,23.0,21.0,2.0,1,1,0,0
VMI,2022,8,3,1,2,0.3333333333333333,67.0,86.0,-19.0,22.333333333333332,28.666666666666668,-6.333333333333333,1,2,0,0
VMI,2022,9,4,1,3,0.25,70.0,127.0,-57.0,17.5,31.75,-14.25,1,3,0,0
VMI,2022,12,5,1,4,0.2,84.0,182.0,-98.0,16.8,36.4,-19.6,1,4,0,0
VMI,2023,4,1,1,0,1.0,12.0,7.0,5.0,12.0,7.0,5.0,1,0,0,0
VMI,2023,8,2,2,0,1.0,29.0,21.0,8.0,14.5,10.5,4.0,2,0,0,0
VMI,2023,9,3,2,1,0.6666666666666666,43.0,48.0,-5.0,14.333333333333334,16.0,-1.6666666666666667,2,1,0,0
VMI,2023,12,4,2,2,0.5,66.0,72.0,-6.0,16.5,18.0,-1.5,2,2,0,0
VMI,2024,4,1,0,1,0.0,28.0,35.0,-7.0,28.0,35.0,-7.0,0,1,0,0
VMI,2024,8,2,0,2,0.0,38.0,67.0,-29.0,19.0,33.5,-14.5,0,2,0,0
VMI,2024,10,3,0,3,0.0,48.0,80.0,-32.0,16.0,26.666666666666668,-10.666666666666666,0,3,0,0
VMI,2024,11,4,1,3,0.25,69.0,97.0,-28.0,17.25,24.25,-7.0,1,3,0,0
VMI,2024,13,5,1,4,0.2,69.0,131.0,-62.0,13.8,26.2,-12.4,1,4,0,0
Valdosta State,2022,2,1,1,0,1.0,36.0,21.0,15.0,36.0,21.0,15.0,1,0,0,0
Valdosta State,2022,6,2,1,1,0.5,76.0,66.0,10.0,38.0,33.0,5.0,1,1,0,0
Valdosta State,2022,7,3,1,2,0.3333333333333333,107.0,100.0,7.0,35.666666666666664,33.333333333333336,2.3333333333333335,1,2,0,0
Valdosta State,2022,10,4,1,3,0.25,147.0,149.0,-2.0,36.75,37.25,-0.5,1,3,0,0
Valdosta State,2022,11,5,1,4,0.2,178.0,181.0,-3.0,35.6,36.2,-0.6,1,4,0,0
Valdosta State,2023,3,1,1,0,1.0,63.0,10.0,53.0,63.0,10.0,53.0,1,0,0,0
Valdosta State,2023,4,2,2,0,1.0,112.0,35.0,77.0,56.0,17.5,38.5,2,0,0,0
Valdosta State,2023,6,3,3,0,1.0,140.0,38.0,102.0,46.666666666666664,12.666666666666666,34.0,3,0,0,0
Valdosta State,2023,8,4,3,1,0.75,165.0,87.0,78.0,41.25,21.75,19.5,3,1,0,0
Valdosta State,2023,11,5,4,1,0.8,207.0,101.0,106.0,41.4,20.2,21.2,4,1,0,0
Valdosta State,2023,12,6,5,1,0.8333333333333334,265.0,129.0,136.0,44.166666666666664,21.5,22.666666666666668,5,1,0,0
Valdosta State,2024,3,2,1,1,0.5,56.0,59.0,-3.0,28.0,29.5,-1.5,1,1,0,0
Valdosta State,2024,5,3,2,1,0.6666666666666666,90.0,59.0,31.0,30.0,19.666666666666668,10.333333333333334,2,1,0,0
Valdosta State,2024,8,4,2,2,0.5,90.0,59.0,31.0,22.5,14.75,7.75,2,2,0,0
Valdosta State,2024,10,5,3,2,0.6,125.0,69.0,56.0,25.0,13.8,11.2,3,2,0,0
Valdosta State,2024,12,6,4,2,0.6666666666666666,177.0,69.0,108.0,29.5,11.5,18.0,4,2,0,0
Valdosta State,2024,14,7,5,2,0.7142857142857143,205.0,76.0,129.0,29.285714285714285,10.857142857142858,18.428571428571427,5,2,0,0
Valdosta State,2024,15,8,6,2,0.75,238.0,93.0,145.0,29.75,11.625,18.125,6,2,0,0
Valdosta State,2024,16,9,7,2,0.7777777777777778,287.0,107.0,180.0,31.88888888888889,11.88888888888889,20.0,7,2,0,0
Valparaiso,2022,4,1,1,0,1.0,20.0,17.0,3.0,20.0,17.0,3.0,1,0,0,0
Valparaiso,2022,7,2,2,0,1.0,48.0,38.0,10.0,24.0,19.0,5.0,2,0,0,0
Valparaiso,2022,10,3,2,1,0.6666666666666666,73.0,64.0,9.0,24.333333333333332,21.333333333333332,3.0,2,1,0,0
Valparaiso,2022,12,4,2,2,0.5,80.0,98.0,-18.0,20.0,24.5,-4.5,2,2,0,0
Valparaiso,2023,5,1,0,1,0.0,30.0,36.0,-6.0,30.0,36.0,-6.0,0,1,0,0
Valparaiso,2023,7,2,1,1,0.5,46.0,51.0,-5.0,23.0,25.5,-2.5,1,1,0,0
Valparaiso,2023,10,3,1,2,0.3333333333333333,67.0,75.0,-8.0,22.333333333333332,25.0,-2.6666666666666665,1,2,0,0
Valparaiso,2023,11,4,2,2,0.5,88.0,82.0,6.0,22.0,20.5,1.5,2,2,0,0
Valparaiso,2024,4,1,1,0,1.0,20.0,17.0,3.0,20.0,17.0,3.0,1,0,0,0
Valparaiso,2024,6,2,2,0,1.0,51.0,40.0,11.0,25.5,20.0,5.5,2,0,0,0
Valparaiso,2024,8,3,2,1,0.6666666666666666,54.0,67.0,-13.0,18.0,22.333333333333332,-4.333333333333333,2,1,0,0
Valparaiso,2024,11,4,2,2,0.5,68.0,109.0,-41.0,17.0,27.25,-10.25,2,2,0,0
Valparaiso,2024,13,5,2,3,0.4,85.0,133.0,-48.0,17.0,26.6,-9.6,2,3,0,0
Vanderbilt,2022,2,1,1,0,1.0,42.0,31.0,11.0,42.0,31.0,11.0,1,0,0,0
Vanderbilt,2022,6,2,1,1,0.5,67.0,76.0,-9.0,33.5,38.0,-4.5,1,1,0,0
Vanderbilt,2022,10,3,1,2,0.3333333333333333,95.0,128.0,-33.0,31.666666666666668,42.666666666666664,-11.0,1,2,0,0
Vanderbilt,2022,12,4,1,3,0.25,122.0,166.0,-44.0,30.5,41.5,-11.0,1,3,0,0
Vanderbilt,2022,13,5,2,3,0.4,153.0,190.0,-37.0,30.6,38.0,-7.4,2,3,0,0
Vanderbilt,2023,4,2,2,0,1.0,82.0,41.0,41.0,41.0,20.5,20.5,2,0,0,0
Vanderbilt,2023,5,3,2,1,0.6666666666666666,110.0,86.0,24.0,36.666666666666664,28.666666666666668,8.0,2,1,0,0
Vanderbilt,2023,7,4,2,2,0.5,131.0,124.0,7.0,32.75,31.0,1.75,2,2,0,0
Vanderbilt,2023,10,5,2,3,0.4,151.0,161.0,-10.0,30.2,32.2,-2.0,2,3,0,0
Vanderbilt,2024,2,2,2,0,1.0,69.0,54.0,15.0,34.5,27.0,7.5,2,0,0,0
Vanderbilt,2024,6,3,3,0,1.0,124.0,54.0,70.0,41.333333333333336,18.0,23.333333333333332,3,0,0,0
Vanderbilt,2024,8,4,4,0,1.0,164.0,89.0,75.0,41.0,22.25,18.75,4,0,0,0
Vanderbilt,2024,9,5,5,0,1.0,188.0,103.0,85.0,37.6,20.6,17.0,5,0,0,0
Vanderbilt,2024,11,6,5,1,0.8333333333333334,212.0,130.0,82.0,35.333333333333336,21.666666666666668,13.666666666666666,5,1,0,0
Vanderbilt,2024,14,7,5,2,0.7142857142857143,219.0,158.0,61.0,31.285714285714285,22.571428571428573,8.714285714285714,5,2,0,0
Villanova,2022,4,1,1,0,1.0,45.0,17.0,28.0,45.0,17.0,28.0,1,0,0,0
Villanova,2022,8,2,1,1,0.5,87.0,66.0,21.0,43.5,33.0,10.5,1,1,0,0
Villanova,2022,9,3,2,1,0.6666666666666666,118.0,95.0,23.0,39.333333333333336,31.666666666666668,7.666666666666667,2,1,0,0
Villanova,2022,12,4,3,1,0.75,142.0,105.0,37.0,35.5,26.25,9.25,3,1,0,0
Villanova,2023,4,1,1,0,1.0,42.0,19.0,23.0,42.0,19.0,23.0,1,0,0,0
Villanova,2023,7,2,2,0,1.0,77.0,28.0,49.0,38.5,14.0,24.5,2,0,0,0
Villanova,2023,9,3,3,0,1.0,98.0,28.0,70.0,32.666666666666664,9.333333333333334,23.333333333333332,3,0,0,0
Villanova,2023,11,4,4,0,1.0,146.0,41.0,105.0,36.5,10.25,26.25,4,0,0,0
Villanova,2023,14,5,5,0,1.0,179.0,51.0,128.0,35.8,10.2,25.6,5,0,0,0
Villanova,2024,3,1,1,0,1.0,24.0,17.0,7.0,24.0,17.0,7.0,1,0,0,0
Villanova,2024,5,2,2,0,1.0,38.0,30.0,8.0,19.0,15.0,4.0,2,0,0,0
Villanova,2024,9,3,3,0,1.0,62.0,40.0,22.0,20.666666666666668,13.333333333333334,7.333333333333333,3,0,0,0
Villanova,2024,11,4,4,0,1.0,76.0,46.0,30.0,19.0,11.5,7.5,4,0,0,0
Villanova,2024,13,5,5,0,1.0,107.0,49.0,58.0,21.4,9.8,11.6,5,0,0,0
Villanova,2024,14,6,6,0,1.0,145.0,77.0,68.0,24.166666666666668,12.833333333333334,11.333333333333334,6,0,0,0
Virginia,2022,3,1,1,0,1.0,34.0,17.0,17.0,34.0,17.0,17.0,1,0,0,0
Virginia,2022,6,2,2,0,1.0,50.0,31.0,19.0,25.0,15.5,9.5,2,0,0,0
Virginia,2022,9,3,2,1,0.6666666666666666,67.0,65.0,2.0,22.333333333333332,21.666666666666668,0.6666666666666666,2,1,0,0
Virginia,2022,10,4,2,2,0.5,79.0,79.0,0.0,19.75,19.75,0.0,2,2,0,0
Virginia,2022,11,5,2,3,0.4,107.0,110.0,-3.0,21.4,22.0,-0.6,2,3,0,0
Virginia,2023,4,1,0,1,0.0,35.0,36.0,-1.0,35.0,36.0,-1.0,0,1,0,0
Virginia,2023,6,2,0,2,0.0,56.0,60.0,-4.0,28.0,30.0,-2.0,0,2,0,0
Virginia,2023,10,3,1,2,0.3333333333333333,83.0,73.0,10.0,27.666666666666668,24.333333333333332,3.3333333333333335,1,2,0,0
Virginia,2023,12,4,1,3,0.25,100.0,118.0,-18.0,25.0,29.5,-4.5,1,3,0,0
Virginia,2023,13,5,2,3,0.4,130.0,145.0,-15.0,26.0,29.0,-3.0,2,3,0,0
Virginia,2024,3,1,1,0,1.0,34.0,13.0,21.0,34.0,13.0,21.0,1,0,0,0
Virginia,2024,6,2,1,1,0.5,47.0,40.0,7.0,23.5,20.0,3.5,1,1,0,0
Virginia,2024,7,3,2,1,0.6666666666666666,71.0,54.0,17.0,23.666666666666668,18.0,5.666666666666667,2,1,0,0
Virginia,2024,9,4,2,2,0.5,91.0,78.0,13.0,22.75,19.5,3.25,2,2,0,0
Virginia,2024,13,5,2,3,0.4,105.0,119.0,-14.0,21.0,23.8,-2.8,2,3,0,0
Virginia St,2022,3,1,1,0,1.0,28.0,7.0,21.0,28.0,7.0,21.0,1,0,0,0
Virginia St,2022,5,2,2,0,1.0,70.0,14.0,56.0,35.0,7.0,28.0,2,0,0,0
Virginia St,2022,6,3,3,0,1.0,98.0,38.0,60.0,32.666666666666664,12.666666666666666,20.0,3,0,0,0
Virginia St,2022,10,4,3,1,0.75,112.0,79.0,33.0,28.0,19.75,8.25,3,1,0,0
Virginia St,2023,4,1,1,0,1.0,21.0,17.0,4.0,21.0,17.0,4.0,1,0,0,0
Virginia St,2023,7,2,2,0,1.0,54.0,17.0,37.0,27.0,8.5,18.5,2,0,0,0
Virginia St,2023,8,3,3,0,1.0,93.0,40.0,53.0,31.0,13.333333333333334,17.666666666666668,3,0,0,0
Virginia St,2023,9,4,3,1,0.75,109.0,57.0,52.0,27.25,14.25,13.0,3,1,0,0
Virginia St,2024,4,1,1,0,1.0,23.0,7.0,16.0,23.0,7.0,16.0,1,0,0,0
Virginia St,2024,5,2,1,1,0.5,37.0,22.0,15.0,18.5,11.0,7.5,1,1,0,0
Virginia St,2024,7,3,2,1,0.6666666666666666,72.0,40.0,32.0,24.0,13.333333333333334,10.666666666666666,2,1,0,0
Virginia St,2024,11,4,3,1,0.75,110.0,57.0,53.0,27.5,14.25,13.25,3,1,0,0
Virginia St,2024,12,5,4,1,0.8,145.0,85.0,60.0,29.0,17.0,12.0,4,1,0,0
Virginia Tech,2022,3,1,1,0,1.0,27.0,10.0,17.0,27.0,10.0,17.0,1,0,0,0
Virginia Tech,2022,4,2,2,0,1.0,54.0,17.0,37.0,27.0,8.5,18.5,2,0,0,0
Virginia Tech,2022,7,3,2,1,0.6666666666666666,64.0,50.0,14.0,21.333333333333332,16.666666666666668,4.666666666666667,2,1,0,0
Virginia Tech,2022,10,4,2,2,0.5,78.0,70.0,8.0,19.5,17.5,2.0,2,2,0,0
Virginia Tech,2023,2,1,1,0,1.0,36.0,17.0,19.0,36.0,17.0,19.0,1,0,0,0
Virginia Tech,2023,5,2,1,1,0.5,53.0,41.0,12.0,26.5,20.5,6.0,1,1,0,0
Virginia Tech,2023,7,3,2,1,0.6666666666666666,91.0,62.0,29.0,30.333333333333332,20.666666666666668,9.666666666666666,2,1,0,0
Virginia Tech,2023,9,4,3,1,0.75,121.0,75.0,46.0,30.25,18.75,11.5,3,1,0,0
Virginia Tech,2023,12,5,4,1,0.8,159.0,85.0,74.0,31.8,17.0,14.8,4,1,0,0
Virginia Tech,2024,2,1,0,1,0.0,10.0,24.0,-14.0,10.0,24.0,-14.0,0,1,0,0
Virginia Tech,2024,4,2,1,1,0.5,41.0,38.0,3.0,20.5,19.0,1.5,1,1,0,0
Virginia Tech,2024,8,3,1,2,0.3333333333333333,64.0,64.0,0.0,21.333333333333332,21.333333333333332,0.0,1,2,0,0
Virginia Tech,2024,9,4,2,2,0.5,106.0,85.0,21.0,26.5,21.25,5.25,2,2,0,0
Virginia Tech,2024,11,5,3,2,0.6,127.0,91.0,36.0,25.4,18.2,7.2,3,2,0,0
Virginia Tech,2024,14,6,3,3,0.5,141.0,115.0,26.0,23.5,19.166666666666668,4.333333333333333,3,3,0,0
Virginia Union,2022,3,1,1,0,1.0,77.0,0.0,77.0,77.0,0.0,77.0,1,0,0,0
Virginia Union,2022,5,2,2,0,1.0,119.0,6.0,113.0,59.5,3.0,56.5,2,0,0,0
Virginia Union,2022,6,3,3,0,1.0,188.0,6.0,182.0,62.666666666666664,2.0,60.666666666666664,3,0,0,0
Virginia Union,2022,9,4,4,0,1.0,237.0,6.0,231.0,59.25,1.5,57.75,4,0,0,0
Virginia Union,2022,12,5,4,1,0.8,258.0,32.0,226.0,51.6,6.4,45.2,4,1,0,0
Virginia Union,2023,7,1,0,1,0.0,7.0,10.0,-3.0,7.0,10.0,-3.0,0,1,0,0
Virginia Union,2023,8,2,1,1,0.5,59.0,13.0,46.0,29.5,6.5,23.0,1,1,0,0
Virginia Union,2023,10,3,2,1,0.6666666666666666,116.0,13.0,103.0,38.666666666666664,4.333333333333333,34.333333333333336,2,1,0,0
Virginia Union,2024,6,1,1,0,1.0,42.0,7.0,35.0,42.0,7.0,35.0,1,0,0,0
Virginia Union,2024,7,2,2,0,1.0,73.0,20.0,53.0,36.5,10.0,26.5,2,0,0,0
Virginia Union,2024,10,3,3,0,1.0,108.0,20.0,88.0,36.0,6.666666666666667,29.333333333333332,3,0,0,0
Virginia Union,2024,14,4,4,0,1.0,199.0,20.0,179.0,49.75,5.0,44.75,4,0,0,0
Wabash College,2022,2,1,1,0,1.0,52.0,48.0,4.0,52.0,48.0,4.0,1,0,0,0
Wabash College,2022,4,2,1,1,0.5,64.0,104.0,-40.0,32.0,52.0,-20.0,1,1,0,0
Wabash College,2022,7,3,1,2,0.3333333333333333,106.0,149.0,-43.0,35.333333333333336,49.666666666666664,-14.333333333333334,1,2,0,0
Wabash College,2022,9,4,2,2,0.5,147.0,173.0,-26.0,36.75,43.25,-6.5,2,2,0,0
Wabash College,2023,6,1,1,0,1.0,59.0,6.0,53.0,59.0,6.0,53.0,1,0,0,0
Wabash College,2023,9,2,2,0,1.0,104.0,41.0,63.0,52.0,20.5,31.5,2,0,0,0
